Sexo;Comunidades y Ciudades Autónomas;Nivel de formación alcanzado;Periodo;Total
Hombres;16 País Vasco;Total;2022;881,9
Hombres;16 País Vasco;Total;2021;881
Hombres;16 País Vasco;Total;2020;884,4
Hombres;16 País Vasco;Total;2019;880,4
Hombres;16 País Vasco;Total;2018;875
Hombres;16 País Vasco;Total;2017;871,8
Hombres;16 País Vasco;Total;2016;869,7
Hombres;16 País Vasco;Total;2015;871,7
Hombres;16 País Vasco;Total;2014;872,9
Hombres;16 País Vasco;Analfabetos;2022;2
Hombres;16 País Vasco;Analfabetos;2021;2,5
Hombres;16 País Vasco;Analfabetos;2020;2,8
Hombres;16 País Vasco;Analfabetos;2019;2,4
Hombres;16 País Vasco;Analfabetos;2018;2,9
Hombres;16 País Vasco;Analfabetos;2017;3,2
Hombres;16 País Vasco;Analfabetos;2016;3,5
Hombres;16 País Vasco;Analfabetos;2015;2,2
Hombres;16 País Vasco;Analfabetos;2014;2,5
Hombres;16 País Vasco;Estudios primarios incompletos;2022;16,1
Hombres;16 País Vasco;Estudios primarios incompletos;2021;14,5
Hombres;16 País Vasco;Estudios primarios incompletos;2020;13,7
Hombres;16 País Vasco;Estudios primarios incompletos;2019;13,2
Hombres;16 País Vasco;Estudios primarios incompletos;2018;12,2
Hombres;16 País Vasco;Estudios primarios incompletos;2017;13,1
Hombres;16 País Vasco;Estudios primarios incompletos;2016;15,7
Hombres;16 País Vasco;Estudios primarios incompletos;2015;15,6
Hombres;16 País Vasco;Estudios primarios incompletos;2014;14,3
Hombres;16 País Vasco;Educación primaria;2022;63,7
Hombres;16 País Vasco;Educación primaria;2021;72,2
Hombres;16 País Vasco;Educación primaria;2020;79,9
Hombres;16 País Vasco;Educación primaria;2019;95,7
Hombres;16 País Vasco;Educación primaria;2018;101
Hombres;16 País Vasco;Educación primaria;2017;103,6
Hombres;16 País Vasco;Educación primaria;2016;104,9
Hombres;16 País Vasco;Educación primaria;2015;113,3
Hombres;16 País Vasco;Educación primaria;2014;124,2
Hombres;16 País Vasco;Primera etapa de educación secundaria y similar;2022;197,3
Hombres;16 País Vasco;Primera etapa de educación secundaria y similar;2021;198,8
Hombres;16 País Vasco;Primera etapa de educación secundaria y similar;2020;210
Hombres;16 País Vasco;Primera etapa de educación secundaria y similar;2019;220,9
Hombres;16 País Vasco;Primera etapa de educación secundaria y similar;2018;213,4
Hombres;16 País Vasco;Primera etapa de educación secundaria y similar;2017;216,6
Hombres;16 País Vasco;Primera etapa de educación secundaria y similar;2016;217,7
Hombres;16 País Vasco;Primera etapa de educación secundaria y similar;2015;213,9
Hombres;16 País Vasco;Primera etapa de educación secundaria y similar;2014;210,8
Hombres;16 País Vasco;Segunda etapa de educación secundaria, con orientación general;2022;108,5
Hombres;16 País Vasco;Segunda etapa de educación secundaria, con orientación general;2021;105,5
Hombres;16 País Vasco;Segunda etapa de educación secundaria, con orientación general;2020;106,4
Hombres;16 País Vasco;Segunda etapa de educación secundaria, con orientación general;2019;105,1
Hombres;16 País Vasco;Segunda etapa de educación secundaria, con orientación general;2018;106,6
Hombres;16 País Vasco;Segunda etapa de educación secundaria, con orientación general;2017;104
Hombres;16 País Vasco;Segunda etapa de educación secundaria, con orientación general;2016;106,3
Hombres;16 País Vasco;Segunda etapa de educación secundaria, con orientación general;2015;103,5
Hombres;16 País Vasco;Segunda etapa de educación secundaria, con orientación general;2014;96,8
Hombres;16 País Vasco;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022;94,5
Hombres;16 País Vasco;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021;91,3
Hombres;16 País Vasco;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020;93,5
Hombres;16 País Vasco;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019;88,2
Hombres;16 País Vasco;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018;88,5
Hombres;16 País Vasco;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017;87,8
Hombres;16 País Vasco;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016;86,1
Hombres;16 País Vasco;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015;86
Hombres;16 País Vasco;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014;86,6
Hombres;16 País Vasco;Educación superior;2022;399,8
Hombres;16 País Vasco;Educación superior;2021;396,3
Hombres;16 País Vasco;Educación superior;2020;378,1
Hombres;16 País Vasco;Educación superior;2019;354,9
Hombres;16 País Vasco;Educación superior;2018;350,4
Hombres;16 País Vasco;Educación superior;2017;343,4
Hombres;16 País Vasco;Educación superior;2016;335,5
Hombres;16 País Vasco;Educación superior;2015;337,2
Hombres;16 País Vasco;Educación superior;2014;337,7
Hombres;17 Rioja, La;Total;2022;129,5
Hombres;17 Rioja, La;Total;2021;129
Hombres;17 Rioja, La;Total;2020;129,6
Hombres;17 Rioja, La;Total;2019;128,6
Hombres;17 Rioja, La;Total;2018;127,7
Hombres;17 Rioja, La;Total;2017;126,9
Hombres;17 Rioja, La;Total;2016;127
Hombres;17 Rioja, La;Total;2015;127,5
Hombres;17 Rioja, La;Total;2014;128
Hombres;17 Rioja, La;Analfabetos;2022;1,4
Hombres;17 Rioja, La;Analfabetos;2021;0,8
Hombres;17 Rioja, La;Analfabetos;2020;0,5
Hombres;17 Rioja, La;Analfabetos;2019;0,4
Hombres;17 Rioja, La;Analfabetos;2018;0,8
Hombres;17 Rioja, La;Analfabetos;2017;1,3
Hombres;17 Rioja, La;Analfabetos;2016;0,4
Hombres;17 Rioja, La;Analfabetos;2015;0,5
Hombres;17 Rioja, La;Analfabetos;2014;0,7
Hombres;17 Rioja, La;Estudios primarios incompletos;2022;1,6
Hombres;17 Rioja, La;Estudios primarios incompletos;2021;1,7
Hombres;17 Rioja, La;Estudios primarios incompletos;2020;2,7
Hombres;17 Rioja, La;Estudios primarios incompletos;2019;2,3
Hombres;17 Rioja, La;Estudios primarios incompletos;2018;2,8
Hombres;17 Rioja, La;Estudios primarios incompletos;2017;2,4
Hombres;17 Rioja, La;Estudios primarios incompletos;2016;2,3
Hombres;17 Rioja, La;Estudios primarios incompletos;2015;4,2
Hombres;17 Rioja, La;Estudios primarios incompletos;2014;4,6
Hombres;17 Rioja, La;Educación primaria;2022;6,4
Hombres;17 Rioja, La;Educación primaria;2021;8,4
Hombres;17 Rioja, La;Educación primaria;2020;10,5
Hombres;17 Rioja, La;Educación primaria;2019;12,7
Hombres;17 Rioja, La;Educación primaria;2018;13,6
Hombres;17 Rioja, La;Educación primaria;2017;16,6
Hombres;17 Rioja, La;Educación primaria;2016;21,8
Hombres;17 Rioja, La;Educación primaria;2015;20,6
Hombres;17 Rioja, La;Educación primaria;2014;21,9
Hombres;17 Rioja, La;Primera etapa de educación secundaria y similar;2022;49,8
Hombres;17 Rioja, La;Primera etapa de educación secundaria y similar;2021;49,6
Hombres;17 Rioja, La;Primera etapa de educación secundaria y similar;2020;50,3
Hombres;17 Rioja, La;Primera etapa de educación secundaria y similar;2019;50,4
Hombres;17 Rioja, La;Primera etapa de educación secundaria y similar;2018;46,7
Hombres;17 Rioja, La;Primera etapa de educación secundaria y similar;2017;43,2
Hombres;17 Rioja, La;Primera etapa de educación secundaria y similar;2016;41,7
Hombres;17 Rioja, La;Primera etapa de educación secundaria y similar;2015;36,8
Hombres;17 Rioja, La;Primera etapa de educación secundaria y similar;2014;36,5
Hombres;17 Rioja, La;Segunda etapa de educación secundaria, con orientación general;2022;17,5
Hombres;17 Rioja, La;Segunda etapa de educación secundaria, con orientación general;2021;16,9
Hombres;17 Rioja, La;Segunda etapa de educación secundaria, con orientación general;2020;16,9
Hombres;17 Rioja, La;Segunda etapa de educación secundaria, con orientación general;2019;16,1
Hombres;17 Rioja, La;Segunda etapa de educación secundaria, con orientación general;2018;16,7
Hombres;17 Rioja, La;Segunda etapa de educación secundaria, con orientación general;2017;17,7
Hombres;17 Rioja, La;Segunda etapa de educación secundaria, con orientación general;2016;16,1
Hombres;17 Rioja, La;Segunda etapa de educación secundaria, con orientación general;2015;16,4
Hombres;17 Rioja, La;Segunda etapa de educación secundaria, con orientación general;2014;17,3
Hombres;17 Rioja, La;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022;13,4
Hombres;17 Rioja, La;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021;12,2
Hombres;17 Rioja, La;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020;11,1
Hombres;17 Rioja, La;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019;10
Hombres;17 Rioja, La;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018;11,1
Hombres;17 Rioja, La;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017;10,6
Hombres;17 Rioja, La;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016;10,9
Hombres;17 Rioja, La;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015;11
Hombres;17 Rioja, La;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014;10,3
Hombres;17 Rioja, La;Educación superior;2022;39,4
Hombres;17 Rioja, La;Educación superior;2021;39,3
Hombres;17 Rioja, La;Educación superior;2020;37,6
Hombres;17 Rioja, La;Educación superior;2019;36,7
Hombres;17 Rioja, La;Educación superior;2018;35,8
Hombres;17 Rioja, La;Educación superior;2017;35,1
Hombres;17 Rioja, La;Educación superior;2016;33,8
Hombres;17 Rioja, La;Educación superior;2015;38,1
Hombres;17 Rioja, La;Educación superior;2014;36,7
Hombres;18 Ceuta;Total;2022;33,3
Hombres;18 Ceuta;Total;2021;31,9
Hombres;18 Ceuta;Total;2020;33
Hombres;18 Ceuta;Total;2019;32,9
Hombres;18 Ceuta;Total;2018;32
Hombres;18 Ceuta;Total;2017;32,6
Hombres;18 Ceuta;Total;2016;33,1
Hombres;18 Ceuta;Total;2015;33
Hombres;18 Ceuta;Total;2014;33,9
Hombres;18 Ceuta;Analfabetos;2022;0,1
Hombres;18 Ceuta;Analfabetos;2021;0
Hombres;18 Ceuta;Analfabetos;2020;0,5
Hombres;18 Ceuta;Analfabetos;2019;0,7
Hombres;18 Ceuta;Analfabetos;2018;0,6
Hombres;18 Ceuta;Analfabetos;2017;0,8
Hombres;18 Ceuta;Analfabetos;2016;0,6
Hombres;18 Ceuta;Analfabetos;2015;0,6
Hombres;18 Ceuta;Analfabetos;2014;0,6
Hombres;18 Ceuta;Estudios primarios incompletos;2022;0,3
Hombres;18 Ceuta;Estudios primarios incompletos;2021;0,3
Hombres;18 Ceuta;Estudios primarios incompletos;2020;0,5
Hombres;18 Ceuta;Estudios primarios incompletos;2019;0,7
Hombres;18 Ceuta;Estudios primarios incompletos;2018;0,9
Hombres;18 Ceuta;Estudios primarios incompletos;2017;0,8
Hombres;18 Ceuta;Estudios primarios incompletos;2016;1
Hombres;18 Ceuta;Estudios primarios incompletos;2015;1,6
Hombres;18 Ceuta;Estudios primarios incompletos;2014;2,3
Hombres;18 Ceuta;Educación primaria;2022;7
Hombres;18 Ceuta;Educación primaria;2021;4,7
Hombres;18 Ceuta;Educación primaria;2020;4,8
Hombres;18 Ceuta;Educación primaria;2019;4,9
Hombres;18 Ceuta;Educación primaria;2018;4,9
Hombres;18 Ceuta;Educación primaria;2017;5,3
Hombres;18 Ceuta;Educación primaria;2016;5,9
Hombres;18 Ceuta;Educación primaria;2015;5,1
Hombres;18 Ceuta;Educación primaria;2014;5,1
Hombres;18 Ceuta;Primera etapa de educación secundaria y similar;2022;12,9
Hombres;18 Ceuta;Primera etapa de educación secundaria y similar;2021;11,2
Hombres;18 Ceuta;Primera etapa de educación secundaria y similar;2020;12,2
Hombres;18 Ceuta;Primera etapa de educación secundaria y similar;2019;12,2
Hombres;18 Ceuta;Primera etapa de educación secundaria y similar;2018;11,6
Hombres;18 Ceuta;Primera etapa de educación secundaria y similar;2017;11,1
Hombres;18 Ceuta;Primera etapa de educación secundaria y similar;2016;10,1
Hombres;18 Ceuta;Primera etapa de educación secundaria y similar;2015;10,2
Hombres;18 Ceuta;Primera etapa de educación secundaria y similar;2014;11,4
Hombres;18 Ceuta;Segunda etapa de educación secundaria, con orientación general;2022;5,4
Hombres;18 Ceuta;Segunda etapa de educación secundaria, con orientación general;2021;7,1
Hombres;18 Ceuta;Segunda etapa de educación secundaria, con orientación general;2020;6
Hombres;18 Ceuta;Segunda etapa de educación secundaria, con orientación general;2019;6,7
Hombres;18 Ceuta;Segunda etapa de educación secundaria, con orientación general;2018;5,7
Hombres;18 Ceuta;Segunda etapa de educación secundaria, con orientación general;2017;5,9
Hombres;18 Ceuta;Segunda etapa de educación secundaria, con orientación general;2016;6
Hombres;18 Ceuta;Segunda etapa de educación secundaria, con orientación general;2015;6
Hombres;18 Ceuta;Segunda etapa de educación secundaria, con orientación general;2014;6,9
Hombres;18 Ceuta;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2022;2
Hombres;18 Ceuta;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2021;1,8
Hombres;18 Ceuta;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2020;2,2
Hombres;18 Ceuta;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2019;2
Hombres;18 Ceuta;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2018;1,9
Hombres;18 Ceuta;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2017;1,3
Hombres;18 Ceuta;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2016;1,6
Hombres;18 Ceuta;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2015;1,7
Hombres;18 Ceuta;Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior);2014;1,9
Hombres;18 Ceuta;Educación superior;2022;5,6
