Total Nacional;Comunidades y Ciudades Autónomas;Tipo de Delito: Nivel 1;Tipo de Delito: Nivel 2;Tipo de Delito: Nivel 3;Tipo de Delito: Nivel 4;Periodo;Total
Total Nacional;09 Cataluña;A Total Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.3 Abandono de familia;2014;886
Total Nacional;09 Cataluña;A Total Delitos;12 Contra las relaciones familiares;12.3 Contra los derechos y deberes familiares;12.3.3 Abandono de familia;2013;812
Total Nacional;09 Cataluña;A Total Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;2021;0
Total Nacional;09 Cataluña;A Total Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;2020;2
Total Nacional;09 Cataluña;A Total Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;2019;0
Total Nacional;09 Cataluña;A Total Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;2018;0
Total Nacional;09 Cataluña;A Total Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;2017;4
Total Nacional;09 Cataluña;A Total Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;2016;1
Total Nacional;09 Cataluña;A Total Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;2015;2
Total Nacional;09 Cataluña;A Total Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;2014;3
Total Nacional;09 Cataluña;A Total Delitos;12 Contra las relaciones familiares;12.99 Otros delitos contra las relaciones familiares;;2013;0
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;;;2021;23.055
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;;;2020;21.126
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;;;2019;31.750
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;;;2018;28.769
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;;;2017;26.738
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;;;2016;23.465
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;;;2015;13.603
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;;;2014;10.308
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;;;2013;9.371
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;2021;11.460
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;2020;12.350
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;2019;20.374
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;2018;17.168
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;2017;14.980
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;2016;12.708
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;2015;5.233
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;2014;2.213
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.1 Hurtos;;2013;1.893
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;2021;4.509
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;2020;3.581
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;2019;4.519
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;2018;4.537
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;2017;4.789
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;2016;5.027
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;2015;5.124
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;2014;5.244
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;;2013;5.012
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.1 Robo con violencia;2021;1.951
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.1 Robo con violencia;2020;1.649
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.1 Robo con violencia;2019;1.695
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.1 Robo con violencia;2018;1.494
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.1 Robo con violencia;2017;1.553
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.1 Robo con violencia;2016;1.599
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.1 Robo con violencia;2015;1.718
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.1 Robo con violencia;2014;1.834
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.1 Robo con violencia;2013;1.965
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.2 Robo con fuerza;2021;2.558
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.2 Robo con fuerza;2020;1.932
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.2 Robo con fuerza;2019;2.824
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.2 Robo con fuerza;2018;3.043
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.2 Robo con fuerza;2017;3.236
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.2 Robo con fuerza;2016;3.428
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.2 Robo con fuerza;2015;3.406
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.2 Robo con fuerza;2014;3.410
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.2 Robos;13.2.2 Robo con fuerza;2013;3.047
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;2021;307
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;2020;236
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;2019;300
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;2018;320
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;2017;367
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;2016;378
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;2015;324
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;2014;416
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.4 Robo y hurto de uso de vehículo;;2013;360
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;2021;673
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;2020;494
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;2019;558
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;2018;676
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;2017;766
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;2016;875
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;2015;352
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;2014;199
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.5 Usurpación;;2013;201
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;2021;3.700
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;2020;2.738
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;2019;3.642
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;2018;3.577
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;2017;3.320
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;2016;2.519
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;2015;1.337
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;2014;1.130
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;;2013;1.012
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;2021;1.995
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;2020;1.408
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;2019;1.963
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;2018;2.067
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;2017;1.902
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;2016;1.543
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;2015;918
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;2014;757
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.1 Estafas;2013;626
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2021;1.397
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2020;1.146
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2019;1.396
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2018;1.321
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2017;1.188
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2016;880
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2015;392
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2014;362
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.2 BIS Apropiación indebida;2013;366
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2021;308
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2020;184
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2019;283
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2018;189
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2017;230
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2016;96
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2015;27
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2014;11
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.6 Defraudaciones;13.6.3 Defraudaciones de fluido eléctrico;2013;20
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2021;1.858
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2020;1.259
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2019;1.689
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2018;1.771
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2017;1.789
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2016;1.334
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2015;713
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2014;593
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.9 Daños;;2013;532
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2021;333
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2020;299
Total Nacional;09 Cataluña;A Total Delitos;13 Contra el patrimonio y el orden socioeconómico;13.14 Receptación y blanqueo de capitales;;2019;393
